policy_no;class;start_date;end_date;premium;premium_re
25815;308;2020-02-03;2021-02-03;45824;13904
25816;306;2020-03-16;2021-03-17;48308;0
25817;305;2020-04-05;2021-04-06;25124;0
25818;301;2020-01-24;2021-01-24;46824;4265
25819;305;2020-07-26;2021-07-27;46794;0
25820;308;2020-09-10;2021-09-11;24491;0
25821;308;2020-12-29;2021-12-30;26220;0
25822;308;2020-04-05;2021-04-06;15789;3509
25823;305;2020-10-23;2021-10-24;46118;0
25824;305;2020-11-11;2021-11-12;17581;0
25825;306;2020-06-01;2021-06-02;49255;0
25826;306;2020-10-19;2021-10-20;35517;0
25827;306;2020-03-05;2021-03-06;24065;0
25828;301;2020-04-14;2021-04-15;35704;0
25829;306;2020-12-10;2021-12-11;17107;0
25830;308;2020-07-27;2021-07-28;32008;0
25831;307;2020-09-28;2021-09-29;48435;0
25832;307;2020-06-17;2021-06-18;27829;0
25833;102;2020-05-03;2021-05-04;30042;3916
25834;308;2020-01-04;2021-01-04;19278;8889
25835;101;2020-04-18;2021-04-19;29033;0
25836;307;2020-11-11;2021-11-12;41083;0
25837;305;2020-02-02;2021-02-02;33853;0
25838;305;2020-04-20;2021-04-21;19130;0
25839;306;2020-02-18;2021-02-18;14357;1628
25840;306;2020-08-28;2021-08-29;40243;0
25841;101;2020-01-20;2021-01-20;42490;0
25842;308;2020-07-03;2021-07-04;44877;0
25843;305;2020-02-16;2021-02-16;33563;0
25844;305;2020-04-15;2021-04-16;42115;0
25845;301;2020-06-28;2021-06-29;46509;21716
25846;305;2020-12-23;2021-12-24;49911;0
25847;308;2020-03-11;2021-03-12;43371;0
25848;308;2020-12-14;2021-12-15;31577;0
25849;307;2020-06-29;2021-06-30;35084;0
25850;102;2020-07-26;2021-07-27;36532;0
25851;305;2020-12-14;2021-12-15;24466;0
25852;301;2020-04-19;2021-04-20;36737;0
25853;301;2020-12-17;2021-12-18;29695;12554
25854;306;2020-06-12;2021-06-13;16378;12761
25855;305;2020-11-25;2021-11-26;13170;0
25856;101;2020-03-20;2021-03-21;44767;0
25857;102;2020-05-29;2021-05-30;22088;0
25858;307;2020-06-15;2021-06-16;27229;26148
25859;307;2020-11-15;2021-11-16;44130;4015
25860;308;2020-01-14;2021-01-14;32221;24437
25861;306;2020-09-09;2021-09-10;38941;15420
25862;101;2020-03-18;2021-03-19;18665;0
25863;307;2020-03-14;2021-03-15;32746;0
25864;307;2020-10-02;2021-10-03;23809;0
25865;307;2020-02-29;2021-03-01;38266;0
25866;306;2020-04-06;2021-04-07;19815;0
25867;305;2020-11-04;2021-11-05;41405;40590
25868;101;2020-01-28;2021-01-28;29071;0
25869;308;2020-09-02;2021-09-03;34783;15907
25870;102;2020-12-28;2021-12-29;24615;0
25871;308;2020-03-10;2021-03-11;20796;0
25872;305;2020-05-22;2021-05-23;45717;0
25873;301;2020-06-16;2021-06-17;42370;0
25874;102;2020-05-21;2021-05-22;47605;0
25875;102;2020-10-09;2021-10-10;20527;0
25876;308;2020-11-06;2021-11-07;38917;0
25877;305;2020-10-02;2021-10-03;10841;3085
25878;101;2020-01-09;2021-01-09;30437;0
25879;307;2020-07-05;2021-07-06;47601;0
25880;307;2020-04-16;2021-04-17;49619;0
25881;102;2020-06-16;2021-06-17;17971;0
25882;306;2020-08-21;2021-08-22;28206;25655
25883;306;2020-05-14;2021-05-15;18970;0
25884;305;2020-12-13;2021-12-14;46928;0
25885;101;2020-02-03;2021-02-03;43648;0
25886;301;2020-01-29;2021-01-29;33026;0
25887;305;2020-12-16;2021-12-17;38408;31409
25888;301;2020-11-12;2021-11-13;49129;0
25889;301;2020-05-27;2021-05-28;40098;37608
25890;308;2020-05-05;2021-05-06;19912;0
25891;102;2020-04-28;2021-04-29;21480;0
25892;102;2020-01-20;2021-01-20;18616;0
25893;301;2020-09-26;2021-09-27;29234;0
25894;308;2020-10-27;2021-10-28;34147;0
25895;306;2020-12-05;2021-12-06;41706;15140
25896;101;2020-08-07;2021-08-08;33926;0
25897;301;2020-05-28;2021-05-29;24396;10795
25898;102;2020-09-13;2021-09-14;18713;2420
25899;101;2020-09-18;2021-09-19;41488;0
25900;301;2020-06-27;2021-06-28;24313;0
25901;306;2020-10-19;2021-10-20;16087;0
25902;301;2020-07-09;2021-07-10;41899;0
25903;307;2020-07-13;2021-07-14;21578;0
25904;301;2020-02-23;2021-02-23;34458;0
25905;308;2020-01-12;2021-01-12;11960;0
25906;307;2020-10-04;2021-10-05;27351;0
25907;101;2020-09-07;2021-09-08;13412;5592
25908;301;2020-02-09;2021-02-09;16710;0
25909;306;2020-07-01;2021-07-02;48034;0
25910;101;2020-10-27;2021-10-28;10777;9806
25911;305;2020-06-01;2021-06-02;20622;0
25912;301;2020-02-07;2021-02-07;20552;0
25913;102;2020-06-11;2021-06-12;40817;39288
25914;101;2020-11-24;2021-11-25;12431;0
25915;301;2020-03-16;2021-03-17;23891;2160
25916;308;2020-10-16;2021-10-17;37179;0
25917;102;2020-12-05;2021-12-06;46591;3662
25918;305;2020-11-04;2021-11-05;16065;0
25919;307;2020-09-21;2021-09-22;17365;11243
25920;305;2020-02-19;2021-02-19;22067;0
25921;301;2020-05-22;2021-05-23;26699;191
25922;305;2020-04-06;2021-04-07;14984;2093
25923;308;2020-12-16;2021-12-17;33095;0
25924;305;2020-03-17;2021-03-18;24640;0
25925;305;2020-12-12;2021-12-13;38965;0
25926;308;2020-08-07;2021-08-08;21232;0
25927;308;2020-08-18;2021-08-19;39804;0
25928;102;2020-03-04;2021-03-05;19937;0
25929;101;2020-08-26;2021-08-27;46953;22266
25930;305;2020-11-04;2021-11-05;25100;0
25931;102;2020-11-24;2021-11-25;33190;0
25932;307;2020-06-23;2021-06-24;36320;0
25933;306;2020-07-22;2021-07-23;46804;0
25934;301;2020-09-22;2021-09-23;35987;0
25935;101;2020-07-19;2021-07-20;16601;0
25936;102;2020-12-14;2021-12-15;28448;0
25937;102;2020-07-26;2021-07-27;30536;0
25938;306;2020-07-13;2021-07-14;23195;0
25939;305;2020-01-28;2021-01-28;31493;0
25940;102;2020-09-16;2021-09-17;34473;0
25941;102;2020-08-12;2021-08-13;22420;0
25942;101;2020-07-08;2021-07-09;37434;0
25943;305;2020-07-30;2021-07-31;10811;0
25944;308;2020-11-19;2021-11-20;11678;461
25945;307;2020-01-31;2021-01-31;17677;565
25946;301;2020-05-01;2021-05-02;46594;0
25947;308;2020-03-22;2021-03-23;19069;0
25948;307;2020-09-25;2021-09-26;49492;0
25949;306;2020-07-01;2021-07-02;42329;0
25950;301;2020-05-07;2021-05-08;17127;0
25951;102;2020-09-18;2021-09-19;24911;0
25952;306;2020-04-17;2021-04-18;45088;0
25953;102;2020-06-13;2021-06-14;30235;0
25954;308;2020-03-03;2021-03-04;11280;0
25955;306;2020-01-29;2021-01-29;42906;0
25956;301;2020-06-11;2021-06-12;47672;0
25957;307;2020-03-19;2021-03-20;35447;27175
25958;301;2020-05-18;2021-05-19;40092;0
25959;305;2020-07-19;2021-07-20;38463;0
25960;305;2020-03-13;2021-03-14;21325;14901
25961;308;2020-05-23;2021-05-24;22031;10563
25962;305;2020-01-19;2021-01-19;15964;0
25963;102;2020-01-14;2021-01-14;25432;20224
25964;102;2020-04-21;2021-04-22;32079;0
25965;308;2020-12-08;2021-12-09;26306;0
25966;301;2020-08-06;2021-08-07;16731;0
25967;307;2020-04-16;2021-04-17;21457;0
25968;101;2020-12-02;2021-12-03;21421;0
25969;307;2020-07-14;2021-07-15;13813;0
25970;306;2020-07-28;2021-07-29;30271;0
25971;101;2020-09-16;2021-09-17;49544;32604
25972;101;2020-07-31;2021-08-01;17955;9127
25973;308;2020-05-29;2021-05-30;20365;0
25974;102;2020-05-13;2021-05-14;12334;12090
25975;306;2020-07-09;2021-07-10;35581;0
25976;101;2020-01-29;2021-01-29;15517;0
25977;306;2020-12-16;2021-12-17;20749;9184
25978;301;2020-09-17;2021-09-18;48606;26567
25979;308;2020-01-10;2021-01-10;40296;0
25980;307;2020-01-12;2021-01-12;40493;0
25981;305;2020-05-18;2021-05-19;47028;0
25982;301;2020-04-29;2021-04-30;42719;0
25983;308;2020-03-26;2021-03-27;35871;0
25984;306;2020-03-27;2021-03-28;14581;0
25985;307;2020-05-03;2021-05-04;19800;0
25986;301;2020-07-09;2021-07-10;15792;0
25987;305;2020-10-11;2021-10-12;10683;0
25988;307;2020-07-06;2021-07-07;38486;0
25989;301;2020-10-13;2021-10-14;28406;0
25990;102;2020-12-16;2021-12-17;20504;0
25991;308;2020-11-26;2021-11-27;11070;0
25992;102;2020-09-07;2021-09-08;44029;0
25993;101;2020-07-12;2021-07-13;15310;0
25994;101;2020-04-08;2021-04-09;18956;1560
25995;307;2020-12-05;2021-12-06;48429;19425
25996;301;2020-12-13;2021-12-14;24135;0
25997;307;2020-07-22;2021-07-23;13142;0
25998;102;2020-09-20;2021-09-21;24487;0
25999;301;2020-12-23;2021-12-24;10001;0
26000;102;2020-03-18;2021-03-19;36823;0
26001;101;2020-07-19;2021-07-20;28485;0
26002;306;2020-02-15;2021-02-15;31332;610
26003;306;2020-06-19;2021-06-20;11203;0
26004;101;2020-07-27;2021-07-28;46110;41251
26005;305;2020-10-01;2021-10-02;36973;0
26006;101;2020-12-02;2021-12-03;30942;0
26007;307;2020-07-08;2021-07-09;20854;0
26008;301;2020-12-14;2021-12-15;35423;4917
26009;306;2020-02-12;2021-02-12;44297;17854
26010;306;2020-10-02;2021-10-03;47243;0
26011;305;2020-02-27;2021-02-27;15022;0
26012;308;2020-01-10;2021-01-10;28805;0
26013;102;2020-04-29;2021-04-30;44440;0
26014;305;2020-06-04;2021-06-05;22978;0
26015;305;2020-11-15;2021-11-16;18678;17005
26016;308;2020-07-27;2021-07-28;21419;0
26017;307;2020-05-02;2021-05-03;49383;0
26018;301;2020-05-25;2021-05-26;45851;0
26019;308;2020-05-17;2021-05-18;21462;0
26020;306;2020-04-25;2021-04-26;24124;0
26021;102;2020-12-20;2021-12-21;17638;0
26022;305;2020-03-09;2021-03-10;42541;0
26023;102;2020-03-22;2021-03-23;28985;5964
26024;307;2020-01-06;2021-01-06;40151;0
26025;307;2020-01-31;2021-01-31;37551;0
26026;305;2020-02-04;2021-02-04;16573;0
26027;306;2020-05-13;2021-05-14;11037;0
26028;301;2020-03-26;2021-03-27;12015;0
26029;102;2020-09-28;2021-09-29;19845;0
26030;305;2020-02-05;2021-02-05;37797;0
26031;307;2020-04-05;2021-04-06;46820;0
26032;306;2020-03-15;2021-03-16;39351;4121
26033;307;2020-03-13;2021-03-14;39829;13269
26034;307;2020-05-22;2021-05-23;40893;0
26035;307;2020-09-26;2021-09-27;44772;0
26036;305;2020-04-20;2021-04-21;26673;0
26037;102;2020-06-12;2021-06-13;42760;0
26038;306;2020-06-21;2021-06-22;22096;901
26039;306;2020-03-10;2021-03-11;44217;0
26040;305;2020-05-13;2021-05-14;26957;0
26041;305;2020-11-18;2021-11-19;45291;0
26042;305;2020-10-20;2021-10-21;31317;0
26043;305;2020-09-15;2021-09-16;37430;0
26044;305;2020-09-20;2021-09-21;26166;0
26045;102;2020-07-13;2021-07-14;10319;4049
26046;305;2020-07-25;2021-07-26;40793;0
26047;101;2020-07-10;2021-07-11;20503;16284
26048;305;2020-05-26;2021-05-27;34598;1233
26049;308;2020-09-25;2021-09-26;13964;0
26050;308;2020-04-04;2021-04-05;10354;0
26051;306;2020-11-29;2021-11-30;29965;5983
26052;305;2020-12-08;2021-12-09;39207;4729
26053;101;2020-11-15;2021-11-16;16399;0
26054;307;2020-08-23;2021-08-24;22428;0
26055;101;2020-09-01;2021-09-02;26334;0
26056;102;2020-02-13;2021-02-13;33818;0
26057;305;2020-11-04;2021-11-05;30020;0
26058;305;2020-01-22;2021-01-22;39968;0
26059;101;2020-11-18;2021-11-19;49593;0
26060;305;2020-02-11;2021-02-11;35506;0
26061;306;2020-12-30;2021-12-31;17542;0
26062;308;2020-06-02;2021-06-03;21505;0
26063;305;2020-05-22;2021-05-23;36402;0
26064;101;2020-06-17;2021-06-18;22619;0
26065;307;2020-03-19;2021-03-20;25335;0
26066;307;2020-06-30;2021-07-01;10499;0
26067;102;2020-03-18;2021-03-19;23504;0
26068;307;2020-06-09;2021-06-10;45177;0
26069;301;2020-08-07;2021-08-08;40594;0
26070;305;2020-07-11;2021-07-12;49278;0
26071;102;2020-01-16;2021-01-16;11971;0
26072;102;2020-04-19;2021-04-20;15915;0
26073;306;2020-06-11;2021-06-12;19911;0
26074;301;2020-10-08;2021-10-09;16031;12294
26075;306;2020-07-12;2021-07-13;11939;633
26076;306;2020-10-20;2021-10-21;21142;19286
26077;301;2020-11-17;2021-11-18;10327;0
26078;307;2020-05-14;2021-05-15;45383;0
26079;308;2020-09-03;2021-09-04;37573;0
26080;307;2020-03-21;2021-03-22;47827;0
26081;308;2020-06-15;2021-06-16;44830;20505
26082;102;2020-09-19;2021-09-20;25958;0
26083;308;2020-01-01;2021-01-01;17766;4973
26084;102;2020-06-30;2021-07-01;45378;0
26085;101;2020-02-17;2021-02-17;28347;0
26086;301;2020-01-15;2021-01-15;18366;0
26087;101;2020-01-18;2021-01-18;23066;0
26088;308;2020-02-21;2021-02-21;49329;0
26089;307;2020-10-28;2021-10-29;10267;0
26090;306;2020-08-01;2021-08-02;45330;29078
26091;305;2020-01-12;2021-01-12;24201;0
26092;101;2020-09-09;2021-09-10;20720;0
26093;306;2020-03-09;2021-03-10;36036;0
26094;301;2020-05-24;2021-05-25;11672;0
26095;307;2020-03-20;2021-03-21;43598;0
26096;308;2020-07-05;2021-07-06;48510;0
26097;308;2020-10-21;2021-10-22;31903;4155
26098;101;2020-07-27;2021-07-28;22821;0
26099;305;2020-11-06;2021-11-07;45792;0
26100;308;2020-04-10;2021-04-11;20090;0
26101;308;2020-11-02;2021-11-03;43732;0
26102;308;2020-03-29;2021-03-30;17791;0
26103;301;2020-08-30;2021-08-31;33460;0
26104;102;2020-07-17;2021-07-18;44878;0
26105;101;2020-03-01;2021-03-02;25577;0
26106;102;2020-11-25;2021-11-26;10771;0
26107;101;2020-02-26;2021-02-26;32411;0
26108;306;2020-06-11;2021-06-12;10886;0
26109;308;2020-09-22;2021-09-23;21735;0
26110;301;2020-01-27;2021-01-27;26505;0
26111;101;2020-05-10;2021-05-11;40218;0
26112;101;2020-12-14;2021-12-15;19627;0
26113;308;2020-05-05;2021-05-06;30033;0
26114;307;2020-09-07;2021-09-08;47844;0
26115;307;2020-11-29;2021-11-30;34264;0
26116;301;2020-07-28;2021-07-29;13272;10484
26117;307;2020-03-22;2021-03-23;40099;0
26118;307;2020-03-29;2021-03-30;23634;0
26119;307;2020-01-20;2021-01-20;28258;0
26120;101;2020-12-30;2021-12-31;48979;28059
26121;101;2020-02-14;2021-02-14;25389;0
26122;308;2020-08-19;2021-08-20;47800;0
26123;102;2020-10-10;2021-10-11;36763;0
26124;101;2020-05-15;2021-05-16;13493;0
26125;101;2020-09-03;2021-09-04;28585;0
26126;102;2020-06-11;2021-06-12;48420;31852
26127;102;2020-03-21;2021-03-22;36421;0
26128;307;2020-11-21;2021-11-22;20173;0
26129;307;2020-02-03;2021-02-03;35252;0
26130;306;2020-11-15;2021-11-16;13134;280
26131;307;2020-08-02;2021-08-03;45567;0
26132;102;2020-05-27;2021-05-28;11113;0
26133;308;2020-04-26;2021-04-27;35965;0
26134;101;2020-03-12;2021-03-13;11165;0
26135;306;2020-10-07;2021-10-08;31899;0
26136;102;2020-10-08;2021-10-09;12652;0
26137;306;2020-07-19;2021-07-20;46892;0
26138;306;2020-02-17;2021-02-17;19614;0
26139;307;2020-07-24;2021-07-25;47661;0
26140;306;2020-07-08;2021-07-09;44648;0
26141;101;2020-09-06;2021-09-07;12979;7955
26142;102;2020-09-17;2021-09-18;48567;28058
26143;308;2020-07-16;2021-07-17;22433;21931
26144;102;2020-10-17;2021-10-18;31104;22005
26145;307;2020-01-24;2021-01-24;42562;0
26146;305;2020-03-02;2021-03-03;16985;0
26147;308;2020-12-31;2022-01-01;10370;0
26148;301;2020-08-07;2021-08-08;27669;0
26149;306;2020-04-29;2021-04-30;26127;0
26150;308;2020-08-27;2021-08-28;41156;0
26151;306;2020-11-07;2021-11-08;15688;0
26152;305;2020-08-29;2021-08-30;15827;0
26153;101;2020-10-29;2021-10-30;32959;0
26154;306;2020-03-07;2021-03-08;15336;0
26155;102;2020-04-07;2021-04-08;49118;0
26156;301;2020-05-12;2021-05-13;28803;0
26157;305;2020-08-29;2021-08-30;23741;0
26158;301;2020-06-04;2021-06-05;27551;0
26159;307;2020-03-26;2021-03-27;17260;0
26160;306;2020-09-09;2021-09-10;49325;0
26161;308;2020-10-15;2021-10-16;23284;0
26162;305;2020-12-25;2021-12-26;28835;0
26163;101;2020-06-01;2021-06-02;36445;0
26164;308;2020-01-18;2021-01-18;16266;0
26165;301;2020-05-11;2021-05-12;33301;17112
26166;308;2020-06-14;2021-06-15;40813;0
26167;101;2020-07-26;2021-07-27;18272;0
26168;306;2020-04-19;2021-04-20;35754;0
26169;101;2020-03-06;2021-03-07;18993;0
26170;305;2020-11-14;2021-11-15;40381;2442
26171;308;2020-04-15;2021-04-16;22604;0
26172;301;2020-01-07;2021-01-07;22079;0
26173;102;2020-12-06;2021-12-07;44779;0
26174;305;2020-04-16;2021-04-17;16312;0
26175;301;2020-08-28;2021-08-29;43591;0
26176;102;2020-06-28;2021-06-29;38523;0
26177;305;2020-07-18;2021-07-19;25349;22222
26178;102;2020-09-20;2021-09-21;45666;0
26179;305;2020-08-23;2021-08-24;24636;0
26180;301;2020-05-14;2021-05-15;47738;0
26181;101;2020-09-11;2021-09-12;28628;0
26182;306;2020-07-27;2021-07-28;18196;0
26183;101;2020-06-24;2021-06-25;36683;0
26184;101;2020-06-26;2021-06-27;44024;0
26185;306;2020-12-07;2021-12-08;13545;0
26186;307;2020-06-30;2021-07-01;42437;9321
26187;301;2020-07-17;2021-07-18;11833;2958
26188;102;2020-08-13;2021-08-14;13866;0
26189;307;2020-08-30;2021-08-31;29200;24776
26190;306;2020-09-21;2021-09-22;14376;0
26191;305;2020-06-06;2021-06-07;42551;0
26192;102;2020-10-04;2021-10-05;30716;0
26193;305;2020-07-21;2021-07-22;43524;0
26194;308;2020-10-01;2021-10-02;38456;0
26195;301;2020-10-01;2021-10-02;47016;43112
26196;305;2020-12-01;2021-12-02;39832;0
26197;307;2020-02-05;2021-02-05;36165;35658
26198;308;2020-10-02;2021-10-03;37229;0
26199;308;2020-04-15;2021-04-16;39278;0
26200;305;2020-04-30;2021-05-01;28950;0
26201;301;2020-04-03;2021-04-04;47769;0
26202;301;2020-01-29;2021-01-29;13297;0
26203;308;2020-05-21;2021-05-22;44439;0
26204;301;2020-09-25;2021-09-26;44211;0
26205;306;2020-06-20;2021-06-21;34918;0
26206;308;2020-04-20;2021-04-21;39088;0
26207;101;2020-01-15;2021-01-15;35598;0
26208;308;2020-09-14;2021-09-15;48122;0
26209;102;2020-01-17;2021-01-17;43378;0
26210;306;2020-12-07;2021-12-08;30163;0
26211;101;2020-11-29;2021-11-30;38087;0
26212;301;2020-08-28;2021-08-29;14399;13789
26213;305;2020-07-04;2021-07-05;45096;0
26214;306;2020-02-07;2021-02-07;31694;0
26215;307;2020-10-16;2021-10-17;20921;0
26216;102;2020-02-14;2021-02-14;39099;0
26217;101;2020-05-23;2021-05-24;45196;25518
26218;102;2020-02-22;2021-02-22;16691;0
26219;306;2020-08-26;2021-08-27;11801;0
26220;305;2020-01-17;2021-01-17;24274;0
26221;306;2020-02-13;2021-02-13;42455;0
26222;301;2020-05-15;2021-05-16;33393;0
26223;308;2020-04-25;2021-04-26;36993;34155
26224;305;2020-06-08;2021-06-09;33206;0
26225;306;2020-10-09;2021-10-10;40412;0
26226;308;2020-01-23;2021-01-23;19645;0
26227;306;2020-12-05;2021-12-06;41311;0
26228;307;2020-11-30;2021-12-01;15533;0
26229;308;2020-02-09;2021-02-09;38267;0
26230;307;2020-05-11;2021-05-12;43745;0
26231;301;2020-11-09;2021-11-10;30695;8706
26232;307;2020-02-28;2021-02-28;16095;0
26233;308;2020-05-25;2021-05-26;43766;36656
26234;306;2020-08-27;2021-08-28;48897;0
26235;307;2020-12-31;2022-01-01;31064;5025
26236;101;2020-04-15;2021-04-16;46829;0
26237;306;2020-11-17;2021-11-18;13093;0
26238;301;2020-11-13;2021-11-14;18754;0
26239;101;2020-09-21;2021-09-22;29570;0
26240;301;2020-06-08;2021-06-09;20023;273
26241;308;2020-10-02;2021-10-03;26784;0
26242;305;2020-02-07;2021-02-07;18047;0
26243;305;2020-10-26;2021-10-27;39660;0
26244;301;2020-09-20;2021-09-21;45322;0
26245;301;2020-02-11;2021-02-11;47715;0
26246;308;2020-11-29;2021-11-30;48060;0
26247;305;2020-02-16;2021-02-16;11620;0
26248;305;2020-03-07;2021-03-08;32876;0
26249;308;2020-01-23;2021-01-23;12895;0
26250;307;2020-01-11;2021-01-11;34018;7971
26251;305;2020-08-31;2021-09-01;24609;0
26252;306;2020-06-18;2021-06-19;30729;0
26253;305;2020-02-16;2021-02-16;40014;0
26254;102;2020-10-05;2021-10-06;41091;0
26255;301;2020-12-09;2021-12-10;34227;0
26256;307;2020-10-06;2021-10-07;46696;0
26257;305;2020-09-14;2021-09-15;34386;0
26258;306;2020-11-28;2021-11-29;42146;0
26259;301;2020-12-11;2021-12-12;35698;0
26260;305;2020-11-30;2021-12-01;33798;19859
26261;307;2020-01-01;2021-01-01;21226;0
26262;301;2020-04-30;2021-05-01;41020;0
26263;308;2020-04-08;2021-04-09;39411;0
26264;305;2020-12-23;2021-12-24;32710;0
26265;102;2020-11-20;2021-11-21;43369;0
26266;301;2020-01-19;2021-01-19;17830;0
26267;306;2020-02-23;2021-02-23;28471;0
26268;301;2020-01-31;2021-01-31;43093;0
26269;307;2020-02-28;2021-02-28;33232;0
26270;305;2020-07-12;2021-07-13;34628;0
26271;306;2020-10-05;2021-10-06;42453;0
26272;305;2020-10-02;2021-10-03;16275;0
26273;307;2020-05-06;2021-05-07;30917;0
26274;305;2020-11-23;2021-11-24;46990;0
26275;307;2020-08-22;2021-08-23;39579;0
26276;305;2020-03-30;2021-03-31;49893;0
26277;301;2020-05-23;2021-05-24;38108;0
26278;308;2020-06-19;2021-06-20;48229;37677
26279;102;2020-11-04;2021-11-05;16135;0
26280;307;2020-12-02;2021-12-03;15376;0
26281;301;2020-12-06;2021-12-07;11727;0
26282;306;2020-05-14;2021-05-15;35200;718
26283;308;2020-02-10;2021-02-10;11812;0
26284;102;2020-10-09;2021-10-10;38086;0
26285;305;2020-02-20;2021-02-20;40879;0
26286;307;2020-08-28;2021-08-29;14231;0
26287;306;2020-04-13;2021-04-14;32524;0
26288;102;2020-05-20;2021-05-21;29777;0
26289;306;2020-05-22;2021-05-23;30100;0
26290;301;2020-01-28;2021-01-28;18603;14968
26291;308;2020-08-08;2021-08-09;25632;0
26292;301;2020-11-04;2021-11-05;18207;0
26293;102;2020-12-28;2021-12-29;20248;0
26294;305;2020-03-26;2021-03-27;18604;0
26295;306;2020-09-02;2021-09-03;39205;0
26296;307;2020-02-11;2021-02-11;29905;0
26297;101;2020-01-08;2021-01-08;41710;0
26298;301;2020-07-31;2021-08-01;26127;0
26299;308;2020-12-10;2021-12-11;31925;0
26300;305;2020-04-30;2021-05-01;48559;0
26301;306;2020-07-12;2021-07-13;41759;0
26302;306;2020-08-14;2021-08-15;45536;0
26303;307;2020-03-29;2021-03-30;26112;0
26304;307;2020-04-02;2021-04-03;17637;0
26305;101;2020-08-01;2021-08-02;47907;0
26306;102;2020-03-08;2021-03-09;10844;0
26307;102;2020-10-22;2021-10-23;38214;0
26308;102;2020-01-04;2021-01-04;12926;3679
26309;307;2020-01-13;2021-01-13;32602;10490
26310;308;2020-03-20;2021-03-21;27912;0
26311;101;2020-07-05;2021-07-06;14978;0
26312;307;2020-07-13;2021-07-14;20544;0
26313;102;2020-11-26;2021-11-27;27775;0
26314;301;2020-01-13;2021-01-13;13476;0
26315;307;2020-03-27;2021-03-28;15643;9599
26316;308;2020-10-04;2021-10-05;22327;0
26317;305;2020-10-10;2021-10-11;30002;0
26318;306;2020-04-14;2021-04-15;27107;0
26319;301;2020-07-18;2021-07-19;32798;0
26320;101;2020-09-28;2021-09-29;19610;0
26321;101;2020-07-22;2021-07-23;27040;0
26322;101;2020-09-15;2021-09-16;27444;0
26323;102;2020-09-21;2021-09-22;42261;0
26324;307;2020-03-20;2021-03-21;44472;8451
26325;102;2020-01-14;2021-01-14;35459;0
26326;101;2020-03-10;2021-03-11;12826;0
26327;301;2020-08-16;2021-08-17;20838;0
26328;102;2020-10-19;2021-10-20;36891;0
26329;301;2020-01-26;2021-01-26;46819;0
26330;102;2020-02-24;2021-02-24;14383;0
26331;308;2020-09-06;2021-09-07;47450;0
26332;306;2020-06-25;2021-06-26;36534;0
26333;102;2020-08-19;2021-08-20;32372;0
26334;101;2020-07-23;2021-07-24;16537;0
26335;305;2020-12-03;2021-12-04;26980;0
26336;305;2020-02-26;2021-02-26;47608;0
26337;306;2020-01-08;2021-01-08;18095;0
26338;102;2020-07-29;2021-07-30;39957;0
26339;102;2020-11-14;2021-11-15;26499;17665
26340;102;2020-06-24;2021-06-25;25737;0
26341;102;2020-05-29;2021-05-30;27702;0
26342;102;2020-11-08;2021-11-09;40343;0
26343;306;2020-10-24;2021-10-25;47389;0
26344;308;2020-02-04;2021-02-04;36141;0
